customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01170,Female,0,Yes,No,66,Yes,Yes,DSL,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,63.74,4175.23,No
CUST-01171,Female,0,No,No,45,Yes,No,No,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,23.72,1068.03,Yes
CUST-01172,Male,1,Yes,Yes,46,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),79.09,,No
CUST-01173,Female,0,Yes,Yes,28,No,No phone service,No,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.0,1531.97,No
CUST-01174,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),114.35,1363.94,No
CUST-01175,Male,0,Yes,No,0,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),55.06,0.0,Yes
CUST-01176,Male,0,Yes,No,24,Yes,No,DSL,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),88.88,2154.57,Yes
CUST-01177,Male,0,No,No,23,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,One year,Yes,Electronic check,85.84,1991.37,Yes
CUST-01178,Male,1,Yes,No,13,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,88.91,1173.66,Yes
CUST-01179,Female,0,No,No,18,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,No,Two year,No,Electronic check,62.88,1134.11,Yes
CUST-01180,Female,0,Yes,Yes,1,Yes,Yes,No,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.22,43.33,Yes
CUST-01181,Male,1,No,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),105.75,4658.44,Yes
CUST-01182,Male,0,No,No,67,Yes,No,No,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,43.82,,Yes
CUST-01183,Female,1,Yes,No,50,No,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),79.6,4002.24,Yes
CUST-01184,Female,0,No,Yes,32,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,75.58,2387.95,No
CUST-01185,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,79.16,2364.71,Yes
CUST-01186,Female,1,No,No,22,No,No phone service,DSL,No,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,79.64,1751.36,No
CUST-01187,Male,0,Yes,No,10,Yes,Yes,DSL,Yes,No internet service,No,No,No,Yes,Two year,No,Electronic check,52.47,534.09,No
CUST-01188,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No,Two year,Yes,Mailed check,65.61,2834.38,No
CUST-01189,Female,1,No,No,41,Yes,No,DSL,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),88.16,3644.34,Yes
CUST-01190,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,121.29,0.0,Yes
CUST-01191,Male,0,No,No,30,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),61.11,1818.94,No
CUST-01192,Female,0,Yes,Yes,20,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),44.62,889.5,No
CUST-01193,Female,0,No,No,12,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,62.88,748.17,No
CUST-01194,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),75.5,3860.9,No
CUST-01195,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,114.04,4312.18,Yes
CUST-01196,Male,0,No,No,46,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.78,4816.37,Yes
CUST-01197,Male,0,No,No,52,Yes,No,No,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,43.35,2286.65,No
CUST-01198,Male,0,No,Yes,71,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),62.51,4441.81,No
CUST-01199,Male,1,No,No,58,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),40.88,2349.98,No
CUST-01200,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),108.27,4865.35,Yes
CUST-01201,Male,1,Yes,No,64,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),51.43,3246.86,Yes
CUST-01202,Female,0,Yes,No,34,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,55.48,1885.14,No
CUST-01203,Male,1,Yes,No,71,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),117.33,8363.38,No
CUST-01204,Male,0,Yes,Yes,55,Yes,Yes,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),51.31,2798.32,Yes
CUST-01205,Male,0,No,No,47,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,140.0,6550.88,No
CUST-01206,Male,1,Yes,No,65,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,80.24,,No
CUST-01207,Female,0,Yes,No,37,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,83.48,3107.19,No
CUST-01208,Male,0,Yes,Yes,52,No,No phone service,No,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,42.54,2246.17,No
CUST-01209,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),113.98,2288.56,Yes
CUST-01210,Male,0,Yes,No,70,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,61.86,4304.48,Yes
CUST-01211,Male,0,No,Yes,45,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,85.08,3828.16,Yes
CUST-01212,Male,0,Yes,No,57,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),133.09,7621.92,Yes
CUST-01213,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),70.47,2319.29,Yes
CUST-01214,Female,0,No,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),110.88,6988.25,No
CUST-01215,Female,0,No,No,5,No,No phone service,No,No,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,33.38,171.71,No
CUST-01216,Male,0,No,Yes,8,Yes,No,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.5,589.08,Yes
CUST-01217,Male,0,Yes,No,37,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,50.42,1885.5,No
CUST-01218,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.12,3256.44,No
CUST-01219,Female,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,137.62,8079.71,No
CUST-01220,Female,0,No,No,32,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,102.32,3247.63,No
CUST-01221,Female,0,No,No,47,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),73.65,3442.16,Yes
CUST-01222,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.36,3909.37,Yes
CUST-01223,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.53,,No
CUST-01224,Male,0,No,Yes,47,No,No phone service,DSL,Yes,No internet service,No internet service,No,No,Yes,Two year,No,Mailed check,42.8,2019.63,No
CUST-01225,Female,0,No,No,30,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),70.28,,No
CUST-01226,Male,0,No,No,70,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,One year,Yes,Electronic check,90.72,6351.82,Yes
CUST-01227,Male,0,No,Yes,7,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,71.61,511.19,No
CUST-01228,Female,0,No,No,71,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,114.02,8100.87,Yes
CUST-01229,Male,0,No,No,11,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,60.69,667.21,Yes
CUST-01230,Male,0,Yes,No,21,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,99.87,2103.81,Yes
CUST-01231,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),108.7,6417.64,No
CUST-01232,Female,0,No,No,53,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,117.2,6207.41,No
CUST-01233,Male,0,No,Yes,70,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),86.13,6020.48,No
CUST-01234,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),80.43,4380.83,No
CUST-01235,Male,0,No,No,46,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,77.28,3546.03,No
CUST-01236,Male,0,Yes,Yes,25,No,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.65,2468.59,No
CUST-01237,Female,1,No,Yes,0,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,66.07,0.0,Yes
CUST-01238,Male,0,Yes,No,9,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),103.31,,No
CUST-01239,Male,0,No,No,21,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,59.85,1292.53,No
CUST-01240,Female,0,No,No,2,Yes,No,DSL,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,81.63,156.51,Yes
CUST-01241,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,72.47999999999999,2668.41,Yes
CUST-01242,Female,0,Yes,No,56,Yes,No,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),58.32,3257.34,Yes
CUST-01243,Female,0,No,No,70,Yes,No,No,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,70.81,4956.31,No
CUST-01244,Female,1,Yes,No,35,Yes,Yes,DSL,Yes,No,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),51.22,1799.14,No
CUST-01245,Male,1,Yes,Yes,63,Yes,No,DSL,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,74.35,4683.25,Yes
CUST-01246,Female,0,No,Yes,71,Yes,Yes,No,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),37.63,2663.33,No
CUST-01247,Female,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,41.98,2641.85,Yes
CUST-01248,Male,0,Yes,No,33,Yes,No,DSL,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,54.3,1787.89,Yes
CUST-01249,Female,0,Yes,Yes,23,No,No phone service,No,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,39.99,907.37,No
CUST-01250,Male,0,No,No,71,Yes,No,DSL,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,75.4,5370.01,No
CUST-01251,Male,1,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.47,1503.92,Yes
CUST-01252,Female,0,Yes,No,30,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),72.44,2201.45,No
CUST-01253,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,One year,Yes,Electronic check,96.41,520.61,No
CUST-01254,Male,1,Yes,Yes,57,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.71,5063.4,No
CUST-01255,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Two year,Yes,Electronic check,77.51,3637.2,No
CUST-01256,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),71.72999999999999,392.34,No
CUST-01257,Male,1,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),114.38,1811.32,Yes
CUST-01258,Male,0,Yes,No,40,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),74.81,2996.57,Yes
CUST-01259,Male,0,No,Yes,39,Yes,No,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),80.72,3124.46,Yes
CUST-01260,Male,0,Yes,Yes,58,No,No phone service,No,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,33.18,1892.74,Yes
CUST-01261,Male,1,Yes,Yes,19,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,108.64,2065.48,Yes
CUST-01262,Male,0,No,No,67,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),62.27,4187.63,No
CUST-01263,Male,0,No,Yes,32,Yes,No,DSL,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,80.45,2569.47,Yes
CUST-01264,Male,0,No,No,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,64.22,3871.14,Yes
CUST-01265,Male,0,Yes,No,17,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,50.46,870.15,Yes
CUST-01266,Male,1,Yes,No,2,No,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),97.8,218.58,Yes
CUST-01267,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),122.53,533.59,Yes
CUST-01268,Male,1,Yes,Yes,27,No,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),104.29,,Yes
CUST-01269,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,112.44,7772.99,No
CUST-01270,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,117.15,342.25,Yes
CUST-01271,Female,1,Yes,Yes,26,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,76.97,2002.46,No
CUST-01272,Male,0,No,No,7,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Two year,No,Credit card (automatic),72.3,537.57,No
CUST-01273,Female,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No,Yes,No,Two year,Yes,Electronic check,32.730000000000004,2207.78,No
CUST-01274,Female,1,Yes,Yes,49,Yes,No,DSL,Yes,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),62.9,3111.05,Yes
CUST-01275,Female,0,No,Yes,55,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,101.65,5587.35,Yes
CUST-01276,Female,0,No,No,52,Yes,No,No,Yes,No internet service,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),39.84,2076.22,No
CUST-01277,Male,1,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),85.54,4004.23,No
CUST-01278,Female,0,No,No,56,Yes,No,No,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,43.51,2410.09,No
CUST-01279,Female,0,Yes,No,0,Yes,Yes,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.37,0.0,Yes
CUST-01280,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,Yes,Mailed check,87.8,5557.46,No
CUST-01281,Female,0,No,Yes,54,Yes,No,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.8,4295.16,Yes
CUST-01282,Female,0,Yes,No,53,Yes,No,DSL,No internet service,No,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),47.35,2541.8,No
CUST-01283,Male,0,Yes,Yes,28,Yes,No,No,No,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),39.01,1080.82,No
CUST-01284,Male,0,Yes,No,58,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,66.0,3806.64,Yes
CUST-01285,Male,0,Yes,No,27,Yes,No,No,No,No internet service,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),37.08,1006.23,No
CUST-01286,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,One year,No,Credit card (automatic),79.64,252.5,Yes
CUST-01287,Male,0,Yes,Yes,66,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),58.89,3890.5,Yes
CUST-01288,Female,0,No,Yes,17,Yes,No,No,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),49.44,843.5,No
CUST-01289,Male,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,71.32,531.3,Yes
CUST-01290,Male,0,Yes,Yes,45,Yes,Yes,No,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,46.34,2087.2,Yes
CUST-01291,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,Yes,Mailed check,95.02,1605.93,No
CUST-01292,Male,1,No,No,62,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,88.53,5466.2,Yes
CUST-01293,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),97.97,3160.51,Yes
CUST-01294,Male,0,No,Yes,0,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),62.35,0.0,Yes
CUST-01295,Male,1,No,Yes,69,Yes,No,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,55.42,3817.42,No
CUST-01296,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,No,No internet service,No,No internet service,Two year,No,Electronic check,42.01,1575.41,No
CUST-01297,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),85.78,1670.9,No
CUST-01298,Male,0,Yes,Yes,49,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.23,4769.3,Yes
CUST-01299,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),87.36,3316.94,No
CUST-01300,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,96.73,193.35,Yes
CUST-01301,Female,0,No,No,55,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),77.82,4270.99,Yes
CUST-01302,Male,0,Yes,Yes,29,Yes,No,No,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,51.21,1477.97,No
CUST-01303,Female,0,No,No,51,No,No phone service,No,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,40.75,2071.24,Yes
CUST-01304,Male,1,No,No,65,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.07,2557.76,Yes
CUST-01305,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.3,3927.44,No
CUST-01306,Female,0,Yes,Yes,49,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),66.41,3281.28,No
CUST-01307,Male,0,Yes,Yes,18,Yes,Yes,No,No,No internet service,No,No internet service,Yes,No,One year,Yes,Electronic check,44.98,807.31,Yes
CUST-01308,Female,1,No,No,17,No,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.29,1663.59,Yes
CUST-01309,Male,0,Yes,No,30,Yes,No,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),54.95,1674.06,Yes
CUST-01310,Male,0,No,No,62,Yes,No,DSL,No internet service,No,No,No,Yes,No internet service,One year,No,Electronic check,49.5,3069.43,Yes
CUST-01311,Female,0,No,No,38,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,140.0,5317.47,Yes
CUST-01312,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,103.22,2581.17,Yes
CUST-01313,Male,0,No,No,56,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,53.06,3000.69,No
CUST-01314,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.68,6868.28,Yes
CUST-01315,Female,0,No,No,65,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,79.27,5177.54,No
CUST-01316,Male,1,No,No,21,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),83.37,1746.08,No
CUST-01317,Male,0,No,No,51,No,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),49.26,2534.05,Yes
CUST-01318,Female,0,No,No,43,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),61.57,2652.26,Yes
CUST-01319,Male,0,No,No,32,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,89.13,2869.81,No
CUST-01320,Female,0,Yes,No,28,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),53.19,1508.65,Yes
CUST-01321,Male,0,No,No,8,Yes,No,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),55.29,423.49,Yes
CUST-01322,Female,0,Yes,Yes,20,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,One year,Yes,Electronic check,84.76,1696.64,Yes
CUST-01323,Male,0,No,No,40,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),98.4,3955.14,Yes
CUST-01324,Female,0,Yes,No,64,Yes,Yes,No,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,47.97,3092.41,Yes
CUST-01325,Female,0,No,No,63,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,99.71,6306.8,Yes
CUST-01326,Male,0,No,Yes,13,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,One year,Yes,Mailed check,85.28,1110.73,No
CUST-01327,Male,0,No,Yes,49,Yes,Yes,No,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,54.09,2681.21,No
CUST-01328,Male,0,Yes,Yes,6,No,No phone service,DSL,No,No internet service,No,No,Yes,No,One year,No,Electronic check,47.01,268.92,No
CUST-01329,Male,0,No,No,49,Yes,No,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,80.67,3922.93,Yes
CUST-01330,Female,0,No,No,24,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,113.47,2717.73,Yes
CUST-01331,Male,0,No,Yes,32,Yes,No,DSL,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),63.43,2053.68,Yes
CUST-01332,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,101.01,5230.8,No
CUST-01333,Female,1,No,No,31,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,Yes,Two year,No,Credit card (automatic),87.52,2683.72,No
CUST-01334,Male,1,No,No,58,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),76.76,4417.67,Yes
CUST-01335,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Two year,No,Electronic check,52.28,2001.36,No
CUST-01336,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,116.32,8346.09,Yes
CUST-01337,Female,0,Yes,Yes,46,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,56.49,2609.52,No
CUST-01338,Male,0,No,No,21,Yes,No,No,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),49.02,1022.86,Yes
CUST-01339,Female,0,No,Yes,56,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,One year,Yes,Mailed check,52.1,2902.19,Yes
CUST-01340,Female,1,Yes,Yes,29,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,68.69,1972.04,No
